origin_country,destination_country,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score,placement_status
Canada,USA,Computer Science,-1.0352744920703567,No,Scholarship,-1.5096967144046625,-0.44521592071939636,Schengen Student Visa,Post-Study Visa,None,-2.463581046563318,1
UK,USA,Law,-1.0028053247895858,Yes,Job Opportunities,-1.6039488364707821,-0.19630676601747488,Study Permit,PSW,PTE,1.3023672718339705,0
Canada,UAE,Law,0.11871579463662847,Yes,Political Stability,-0.8192076843208698,-1.8797239912564434,Schengen Student Visa,PSW,IELTS,0.9718236843072311,1
Ireland,USA,Arts,-0.005358877965620531,No,Scholarship,0.01770677521251571,-0.5717470013236802,Study Permit,OPT,None,0.8436332257303512,0
Germany,Canada,Social Sciences,-0.1116319068302184,No,Quality of Life,-0.8283471643220842,1.2664517733999987,Tier 4,OPT,TOEFL,0.5121365949221596,0
Finland,India,Law,-1.8585287415644085,No,Quality of Life,-2.3120336899933247,-1.4018934658029945,Tier 4,PSW,TOEFL,-0.014676149107609138,1
South Africa,Canada,Engineering,1.7292490973782106,No,Higher Ranking,2.2777232361119557,1.0360252985128158,Schengen Student Visa,OPT,Duolingo,0.17344338845399676,1
India,Ireland,Natural Sciences,1.7492756376000047,No,Higher Ranking,0.7081079404207751,1.1775440267275359,Tier 4,Work Permit,IELTS,0.5170487254449192,1
UK,Ireland,Medicine,-0.03522911843406926,No,Job Opportunities,-0.9013377776730135,-2.1349811686106386,Study Permit,OPT,IELTS,1.3760019391557965,1
Ireland,Germany,Business,1.8492936707850036,No,Political Stability,1.537824861822622,-1.466511906133726,F1,Work Permit,Duolingo,-0.05500094062146226,0
Germany,Finland,Engineering,0.9119665126174901,Yes,Quality of Life,0.8297238730786547,0.7614810984587864,Study Permit,OPT,TOEFL,1.080131001425054,1
USA,India,Computer Science,-0.9516579581961137,Yes,Political Stability,-0.7991317729561224,1.2272983223758098,Schengen Student Visa,Blue Card,Duolingo,-0.21567388720531133,1
Canada,India,Natural Sciences,1.8887065466211581,No,Political Stability,2.3328164099514974,-2.188406050570058,J1,Work Permit,TOEFL,-2.4407201371714518,0
USA,Canada,Natural Sciences,0.9236104555602231,Yes,Quality of Life,1.4541112805974723,0.47149917972682703,J1,Post-Study Visa,TOEFL,1.3035329578915846,1
Finland,Russia,Natural Sciences,1.8129437703212237,No,Higher Ranking,0.6811103102444571,2.0997266861505253,Tier 4,OPT,Duolingo,1.0533950799518437,0
UK,UAE,Medicine,-0.9317369280526957,Yes,Political Stability,0.01997172590766805,-0.4828915859553111,J1,Work Permit,IELTS,0.2136609930720845,0
UAE,Germany,Medicine,1.7912864947034328,Yes,Higher Ranking,2.245911421782323,-0.05480041388374186,J1,Work Permit,None,-2.555716146977639,0
Germany,Russia,Law,-0.8942299651834974,No,Higher Ranking,0.10582019129612648,-1.392143319397751,J1,Blue Card,PTE,0.7724127612130535,1
UK,Russia,Arts,-0.12090043999363555,Yes,Quality of Life,-0.044506860406629725,-0.8335918011764841,F1,PSW,PTE,0.3142017590017736,1
USA,Canada,Business,-1.878957468675339,Yes,Higher Ranking,-1.6271738886916407,0.18508347857445184,Tier 4,Blue Card,None,0.07149817122184052,1
UK,UAE,Law,0.01932316052390043,Yes,Scholarship,-0.07357554273694139,2.2966756207942125,J1,PSW,None,-2.507607163991862,0
Russia,UAE,Law,0.8657608429144785,No,Higher Ranking,1.5611307546178868,-1.6711498480239528,Student Visa,PSW,TOEFL,0.09762081846502157,1
South Africa,Russia,Computer Science,-0.9645378785526539,Yes,Scholarship,-1.525525835375692,-1.0763775532817894,Schengen Student Visa,Blue Card,Duolingo,1.4756434259054938,1
UAE,Ireland,Medicine,1.797910327424652,No,Higher Ranking,2.350712151468571,-0.6439378449973101,Study Permit,OPT,None,0.5269695941049708,1
USA,Canada,Social Sciences,0.9556303148675759,No,Quality of Life,0.7526046347440242,-0.8042335070109718,Schengen Student Visa,PSW,Duolingo,0.7331984395201028,0
USA,UK,Arts,0.9069967450208228,Yes,Political Stability,-0.009109266580568674,-0.06499132453923512,Student Visa,Post-Study Visa,IELTS,-0.2231232979734489,0
Germany,USA,Arts,-1.0036028630617184,Yes,Political Stability,-1.5714235670911065,1.5753481953464095,J1,Work Permit,IELTS,-0.16857861601548002,0
Russia,Germany,Medicine,-1.874665782890556,No,Job Opportunities,-2.3120057216155803,0.7422665157949637,Study Permit,OPT,PTE,0.05201905974319055,0
Germany,Russia,Natural Sciences,-1.0196953186594806,Yes,Quality of Life,-0.014928147777056972,-0.38968277084204866,F1,Post-Study Visa,IELTS,0.10893788567274564,0
Germany,Finland,Business,0.005811812274989879,Yes,Scholarship,-0.7050033847545991,0.22475202978484624,Student Visa,Blue Card,PTE,0.7890753154654739,0
USA,UAE,Medicine,1.8419798087280335,No,Political Stability,2.366719584853074,0.6940771324439756,Student Visa,Blue Card,TOEFL,-0.10867662112763882,0
UAE,Ireland,Natural Sciences,0.8934279584649153,Yes,Higher Ranking,-0.0031477117266689066,0.39939591491034043,F1,OPT,TOEFL,-0.07972711586242762,1
UAE,UK,Natural Sciences,-0.0022323462897229623,No,Higher Ranking,-0.021866715526947564,-0.030469107794225694,J1,PSW,Duolingo,-2.4458572887007177,1
Finland,Germany,Social Sciences,1.8537057928201466,Yes,Job Opportunities,2.356697964063284,-0.13865367583853436,Student Visa,Blue Card,PTE,1.1930032753576938,0
Finland,UAE,Arts,1.7897016305132933,No,Political Stability,0.719509768970557,0.16973080491126868,Study Permit,Work Permit,Duolingo,0.6369955735347693,1
USA,Germany,Law,0.027407925962987856,No,Job Opportunities,-0.04999337655045738,-0.1754543445239839,J1,Post-Study Visa,Duolingo,0.4214150242400439,1
USA,South Africa,Arts,0.8737725251786844,Yes,Political Stability,0.10941559925812391,0.3279675958444094,J1,Work Permit,PTE,1.1720734354345075,0
Germany,Russia,Engineering,-0.9284116483471552,No,Higher Ranking,-0.7774702436176435,0.5181284663983472,J1,OPT,IELTS,0.1116423119930681,0
Finland,USA,Social Sciences,-0.8563879872879738,Yes,Scholarship,-0.026113986347858602,1.5558825523193418,Study Permit,PSW,IELTS,0.06380893631539516,0
UAE,India,Business,-0.8852202804197117,No,Political Stability,-0.10644165803249987,1.2817729194661838,Student Visa,OPT,TOEFL,-0.12338041925034074,0
India,India,Computer Science,1.046857841728657,No,Scholarship,1.643581188227617,0.6392337487471927,Student Visa,Blue Card,IELTS,0.013860911352714035,1
India,Canada,Business,-0.035927657509955566,Yes,Job Opportunities,-0.03597558855719299,0.24502884146669954,F1,Work Permit,IELTS,1.114451771140197,1
Ireland,India,Computer Science,-0.9168628523773489,Yes,Quality of Life,-0.8254673041883578,-0.5141388689837632,J1,Work Permit,PTE,0.9443359767398251,0
UAE,UAE,Business,0.856434613294506,Yes,Political Stability,1.5117025197345622,0.06124777826731186,J1,Blue Card,IELTS,0.266163404620021,0
South Africa,South Africa,Business,1.8058012267115677,No,Scholarship,1.6450682439728572,-2.0479115325859762,Student Visa,Work Permit,TOEFL,-0.0961711905348996,0
Canada,India,Social Sciences,-1.7972707101130705,No,Job Opportunities,-1.6279128125117772,1.6504575485184898,Schengen Student Visa,Post-Study Visa,PTE,-2.4778559810858343,1
India,South Africa,Natural Sciences,0.9118720493679822,Yes,Political Stability,0.7666091529255218,0.567220311146185,Study Permit,Work Permit,IELTS,1.391206412526027,0
South Africa,Finland,Business,-0.020711707430759955,No,Quality of Life,0.06259560089218034,-0.32782785612404847,Study Permit,OPT,PTE,0.8935390074010573,1
Ireland,Russia,Arts,1.7822132343884933,No,Higher Ranking,2.3250578547982825,-2.023604863250653,F1,Post-Study Visa,None,-0.15136553989092721,0
Finland,Germany,Computer Science,1.8063153698640309,No,Higher Ranking,2.247267618199635,0.8463070450865439,Schengen Student Visa,Work Permit,IELTS,-2.472158410649776,1
Canada,India,Arts,1.7500902959025393,Yes,Political Stability,1.5358368116944214,-1.5726311100381398,J1,Work Permit,PTE,-0.07921294474612726,0
Canada,Germany,Engineering,0.8626447217693267,No,Higher Ranking,0.7498283982811348,1.3340824388866848,F1,Blue Card,PTE,0.34332480199659765,1
UK,Finland,Social Sciences,-1.8368030149136434,Yes,Quality of Life,-2.3768471184379223,1.5362119222317687,F1,Blue Card,TOEFL,0.23433612157314682,0
Canada,USA,Business,-1.0009061995486634,No,Political Stability,-1.5270228046277852,1.0728109199244442,Study Permit,Blue Card,TOEFL,1.3318642873122635,1
Ireland,Ireland,Medicine,-1.8216405960254245,Yes,Political Stability,-0.6586294100919885,-1.799863911122627,Schengen Student Visa,OPT,IELTS,0.6130573848042882,1
Russia,Ireland,Social Sciences,0.89870821633683,No,Political Stability,0.8153914895886648,-1.1894304006482936,J1,Work Permit,None,-2.491014506110686,0
Ireland,Germany,Social Sciences,-0.016072558700310987,No,Job Opportunities,0.7352188680692258,0.13930361729240404,Student Visa,PSW,None,-2.514110983286678,0
Germany,India,Medicine,-0.035077809262656794,Yes,Job Opportunities,-0.8282924536867136,-2.2514445090478703,Student Visa,PSW,PTE,0.47167801271351534,0
USA,Finland,Business,-1.016129328476633,Yes,Higher Ranking,-0.04524507815048501,0.2063039991510161,F1,Work Permit,PTE,0.7414666487585787,0
Germany,Canada,Arts,-0.9357083326545447,Yes,Higher Ranking,0.05589620949272195,-1.7100861357779922,Student Visa,PSW,None,1.4000080102264352,0
Russia,USA,Engineering,0.8365344418423278,Yes,Quality of Life,1.5104147338677003,-2.097674291176413,F1,PSW,Duolingo,1.2825535182413996,1
Germany,UK,Engineering,-1.8568104773373546,No,Scholarship,-2.3586970112630827,2.0812649191255566,Tier 4,PSW,PTE,-0.11128006585992493,1
Ireland,Finland,Law,0.916989590279845,No,Quality of Life,0.7466308380890417,2.170905414465481,Student Visa,Blue Card,None,-2.4115013901093363,0
USA,Germany,Medicine,1.7282122549023873,No,Political Stability,2.2412342893199693,0.5517506580530749,Tier 4,Post-Study Visa,TOEFL,1.3195823997641194,0
Canada,South Africa,Social Sciences,-1.8760078253168768,Yes,Scholarship,-0.8204256790488155,0.9723827288370285,F1,PSW,None,-2.5014260312906638,1
India,Ireland,Business,1.8531241421472706,Yes,Scholarship,0.7858639534321016,0.47390104805262334,Student Visa,Blue Card,PTE,0.05462338774321557,1
UK,USA,Natural Sciences,-0.0378904710641448,No,Higher Ranking,-0.8640018170631925,-0.35201080236530236,Study Permit,Work Permit,PTE,0.4940937648269802,1
Canada,Ireland,Social Sciences,-0.9218049055565973,No,Political Stability,0.04983317283117483,-0.5455403880565068,Study Permit,Work Permit,PTE,-2.522926574973739,1
Finland,Ireland,Law,1.7816661464569978,Yes,Quality of Life,2.403553304838952,2.0073592827612616,Schengen Student Visa,PSW,TOEFL,0.6927406402510419,1
India,UAE,Engineering,1.8214708626875007,No,Quality of Life,2.3136707840211375,-1.7981595328143358,Schengen Student Visa,PSW,PTE,-0.1592380689087664,1
Canada,UK,Computer Science,-1.9194601287573925,Yes,Scholarship,-0.8530048647627886,-0.8199541052744479,J1,Blue Card,TOEFL,0.44504529874916543,1
USA,Germany,Law,-1.8690665291563298,Yes,Scholarship,-1.6052034792431562,-0.03390986058820739,Schengen Student Visa,PSW,IELTS,-2.5235921858767623,0
South Africa,Russia,Computer Science,1.8071718493759052,No,Political Stability,2.4126543886667875,-1.6169080030610394,F1,OPT,PTE,-2.4699185777879715,1
UK,UAE,Law,-0.8993795716303683,Yes,Quality of Life,-0.021143016687833947,-1.8772801252164049,Tier 4,Blue Card,IELTS,0.7598912265962979,0
Russia,Canada,Business,-1.86249177285211,No,Quality of Life,-0.7817393212641716,1.949916410984019,Student Visa,OPT,TOEFL,1.1738555512400324,0
South Africa,India,Medicine,-1.832951497411191,Yes,Political Stability,-1.6657515564375656,1.0017767307703958,F1,Work Permit,PTE,1.3426588528163785,0
UK,Finland,Medicine,0.8135786050559983,Yes,Higher Ranking,-0.01504531427295361,-1.2565220955765741,Student Visa,OPT,PTE,1.0668963616231286,0
Ireland,USA,Social Sciences,1.8658218858560351,Yes,Quality of Life,0.7624239833824198,-2.1755554873369003,Schengen Student Visa,Blue Card,PTE,0.6801468575497801,1
Germany,UAE,Arts,-0.0779971566909337,No,Higher Ranking,0.003620949660954536,0.38138982032897345,Study Permit,OPT,IELTS,0.08499971706656209,1
UAE,Germany,Social Sciences,0.8346909719518354,No,Higher Ranking,-0.03456464455163915,-1.2513239907984688,Study Permit,OPT,IELTS,0.5019604367317541,1
Finland,UK,Medicine,1.82112294034547,Yes,Job Opportunities,0.7586576799854892,-2.1380647516207167,Study Permit,Work Permit,Duolingo,-2.5846087744376947,0
Finland,Ireland,Engineering,1.8268381879068527,No,Quality of Life,2.2549420484062095,1.8999587201610022,Tier 4,Post-Study Visa,Duolingo,0.8550890195578817,1
Ireland,India,Medicine,0.9093701556570716,Yes,Job Opportunities,0.7714987421351427,-0.5876352984667195,Schengen Student Visa,PSW,None,0.5610821082209797,1
UK,Russia,Law,-0.8885326296700005,Yes,Political Stability,-1.6315255985024812,1.8382489572288383,J1,Post-Study Visa,TOEFL,1.1134247894805072,1
India,Finland,Natural Sciences,1.8560862372480909,No,Scholarship,2.355602046782005,-1.686190219870076,Schengen Student Visa,Work Permit,None,0.9843580003720439,0
Russia,USA,Social Sciences,0.8098103139139575,No,Higher Ranking,1.5282188012861104,1.9593784350859975,J1,PSW,IELTS,0.13412046614432033,0
Russia,UK,Natural Sciences,-0.9502583599214505,No,Higher Ranking,-0.003614643794382401,-0.9197586787218041,Student Visa,OPT,None,-2.5521324809637114,1
Russia,Canada,Engineering,0.007798441849720511,Yes,Quality of Life,-0.7471728070414068,-0.9127205535301799,F1,PSW,None,-2.45826381538103,1
Germany,UAE,Medicine,-0.0015106434986905271,No,Scholarship,0.022963712547692156,-0.1846478360442309,J1,OPT,Duolingo,1.4601714215879453,1
UK,South Africa,Arts,0.7989171920945202,Yes,Quality of Life,1.5438509458431442,1.6717917595922447,Tier 4,PSW,Duolingo,1.0004555447120163,1
USA,Russia,Natural Sciences,-0.9409543204854072,Yes,Scholarship,0.04872374502752562,-0.7821673468561909,F1,Blue Card,PTE,0.57689926895139,0
USA,India,Medicine,0.8808623602133171,No,Job Opportunities,1.5801607425033277,1.1936090716623826,Study Permit,PSW,TOEFL,-2.5578119353975706,0
India,Ireland,Computer Science,-1.8904149931085952,Yes,Higher Ranking,-1.631746951754594,1.2084128132644956,Study Permit,Post-Study Visa,TOEFL,0.5992071255791951,0
Canada,Russia,Law,-1.8222301820504982,Yes,Scholarship,-2.373825667107967,1.7241000264347797,Student Visa,OPT,IELTS,0.41059886847657767,0
Russia,Germany,Natural Sciences,0.8944175923860508,Yes,Scholarship,1.5285719512919376,-0.6369840999373289,Tier 4,PSW,None,0.5367467996167267,1
Germany,USA,Natural Sciences,-0.9669736424382767,No,Higher Ranking,-0.05495960564476511,-1.6970380156108573,Schengen Student Visa,Work Permit,TOEFL,0.4973255251756231,0
Canada,Canada,Medicine,1.7183640418850947,No,Job Opportunities,2.3481901965433027,-1.9868057400944061,Tier 4,OPT,Duolingo,0.3177196342296567,0
India,Finland,Medicine,-1.0065235874132432,No,Higher Ranking,-0.07852326326761867,1.9498668543463156,J1,Work Permit,None,-2.4366257045780872,1
South Africa,Finland,Engineering,-0.936445426818826,No,Scholarship,-0.7952080136130268,-1.8571539309943685,Study Permit,Blue Card,TOEFL,0.47699453439604905,1
Germany,Canada,Business,0.060994786060023724,No,Scholarship,-0.0546996747584621,-1.0913126769840116,J1,OPT,PTE,-2.4345579129576604,1
USA,Ireland,Medicine,-0.04428035899982889,No,Scholarship,-0.03134236958471273,0.5340896954644061,Tier 4,PSW,TOEFL,0.5597255550433435,0
India,South Africa,Medicine,-1.816330634428084,No,Higher Ranking,-2.352984874206011,1.4819137346134188,Schengen Student Visa,PSW,PTE,0.01582977710548617,0
India,USA,Arts,-0.039305211202655295,No,Scholarship,-0.8489553223475079,1.4772489930522181,Student Visa,Work Permit,None,-2.471304621786697,1
Ireland,Germany,Computer Science,-0.9650917113371771,Yes,Scholarship,-0.0002505154833185308,-1.5163200843921951,Study Permit,Post-Study Visa,None,-2.475131486263693,1
Germany,UK,Natural Sciences,1.8612697334762904,No,Scholarship,1.56318183486846,-1.0771843206265737,Schengen Student Visa,Post-Study Visa,Duolingo,0.40863980267738514,1
Ireland,Finland,Arts,0.9728899378432762,Yes,Job Opportunities,1.5099853508127319,0.46448771658361715,Study Permit,Blue Card,Duolingo,0.23813257989946507,0
UAE,Canada,Engineering,-0.9753213511940467,Yes,Job Opportunities,-1.641004919969315,1.196824519507933,Student Visa,PSW,TOEFL,1.1044774977056577,1
Ireland,Russia,Medicine,-0.030062894115810375,Yes,Quality of Life,-0.8123987539042226,-0.04103630039207318,Schengen Student Visa,PSW,None,-2.415100989499441,1
UK,Finland,Social Sciences,-0.11098123123779657,Yes,Job Opportunities,-0.7968183677311566,-0.6069457271369868,F1,Post-Study Visa,TOEFL,-2.4753441905952074,1
India,Russia,Natural Sciences,-1.7561742279157002,Yes,Political Stability,-2.3960578468592364,1.176809414694585,Study Permit,OPT,IELTS,0.24313897660404482,1
India,UK,Natural Sciences,0.9416739974105998,No,Political Stability,0.7527050653214971,-0.1650101299594806,Schengen Student Visa,Blue Card,TOEFL,0.8744683206616666,1
South Africa,Finland,Engineering,-0.8531948527099825,Yes,Scholarship,-0.7898954237893948,-0.009927014392858377,F1,PSW,PTE,0.2739731854050447,0
Germany,Ireland,Social Sciences,-1.8715724604626658,Yes,Quality of Life,-1.5149786970288197,0.671809755985489,Schengen Student Visa,Work Permit,PTE,0.4939593597841774,0
India,Finland,Business,-0.042753007452572996,Yes,Scholarship,-0.8040823262174667,-1.9769862477019862,Tier 4,OPT,PTE,0.5775234091278071,0
Canada,UK,Law,-1.8095069315932366,Yes,Job Opportunities,-2.339976762003251,0.9993280969830743,Schengen Student Visa,PSW,TOEFL,0.5333531641870205,0
Germany,Canada,Social Sciences,-1.8503166936325017,No,Higher Ranking,-0.8077195110601456,-1.3884432108390792,Study Permit,OPT,Duolingo,-2.5452200658097084,1
South Africa,Finland,Law,-1.8311278133890014,No,Political Stability,-0.7698885962686669,1.7270966040459594,Student Visa,Work Permit,Duolingo,1.0568273916509237,1
South Africa,USA,Computer Science,-0.9727817912649603,Yes,Higher Ranking,-0.8522411524057347,-2.06379787821512,Tier 4,Post-Study Visa,Duolingo,-2.4243102398062457,1
Germany,UK,Social Sciences,-1.83755730899968,Yes,Higher Ranking,-1.5221303064295981,1.2902806136085407,J1,Work Permit,IELTS,0.8273940531577263,0
Russia,Germany,Computer Science,-1.8019122184553942,No,Job Opportunities,-1.5687472014615254,-1.9278628402730067,F1,PSW,IELTS,-0.0338116117129283,1
Germany,South Africa,Natural Sciences,1.7156883915147663,No,Job Opportunities,2.4118423087901033,-0.8524849031840145,F1,Blue Card,Duolingo,1.515465403322292,0
India,India,Natural Sciences,0.9056292844829984,Yes,Job Opportunities,1.5340754692012004,1.1413305240709943,Study Permit,OPT,IELTS,-2.364648641288525,0
Ireland,Germany,Business,0.0142194114016103,No,Political Stability,-0.8223281865781483,0.15406691820684768,Tier 4,PSW,TOEFL,-0.08653340954445442,1
Ireland,Germany,Social Sciences,-0.8693735122237197,No,Job Opportunities,-1.6094153469614703,0.695317234524042,J1,PSW,PTE,-2.4765824415415834,0
